Sentence,Tag
투다리 건강한 보리밥과 된장찌개를 주문했어요 .,ORG-B O O O O O
태후사랑 맛있는 간장게장과 갈치조림을 주문했어요 .,ORG-B O O O O O
이디야 부드러운 카페모카를 시켰어요 .,ORG-B O O O O
남원추어탕 뜨끈한 추어탕을 맛보았어요 .,ORG-B O O O O
준오헤어 세련된 헤어스타일로 변신했어요 .,ORG-B O O O O
본죽 건강한 콩나물죽을 주문했어요 .,ORG-B O O O O
슈퍼마켓 신선한 야채와 과일을 구입했어요 .,ORG-B O O O O O
피자스쿨 맛있는 불고기 피자를 주문했어요 .,ORG-B O O O O O
김가네 맛있는 해물 된장찌개를 먹었어요 .,ORG-B O O O O O
네네치킨 바삭한 양념치킨과 감자튀김을 시켰어요 .,ORG-B O O O O O
세븐일레븐 편리하게 간식과 음료수를 사왔어요 .,ORG-B O O O O O
교촌치킨 담백한 양념치킨과 양배추샐러드를 주문했어요 .,ORG-B O O O O O
신의주찹쌀순대 고소한 순대와 백반을 주문했어요 .,ORG-B O O O O O
처갓집양념치킨 매콤한 양념치킨과 맥주를 시켰어요 .,ORG-B O O O O O
신전떡볶이 맛있는 떡볶이와 오뎅을 주문했어요 .,ORG-B O O O O O
굽네치킨 고소한 간장치킨과 감자튀김을 시켰어요 .,ORG-B O O O O O
나는 올리브영 화장품을 사러 가기 전에 먼저 투썸플레이스 카페라떼를 마셨어요 .,O ORG-B O O O O O ORG-B O O O
GS25 물과 간식을 살 때 이디야커피 아메리카노를 마시기로 계획했어요 .,ORG-B O O O O ORG-B O O O O
롯데리아 햄버거를 주문하기 전에 세븐일레븐 간식을 사러 갈까 고민 중이에요 .,ORG-B O O O ORG-B O O O O O O
메가커피 커피를 사러 갔다가 빽다방 라떼를 마시게 되었어요 .,ORG-B O O O ORG-B O O O O
맘스터치 치킨을 먹는 도중에 버거킹 간식을 시킬까 고민 중이에요 .,ORG-B O O O ORG-B O O O O O
지방시 패션 감상하다가 유니클로 옷을 사야할지 말아야할지 고민 중이에요 .,ORG-B O O ORG-B O O O O O O
나이키 운동화를 사러 가는 길에 뉴발란스 운동화를 둘러볼까 생각 중이에요 .,ORG-B O O O O ORG-B O O O O O
던킨도너츠 도너츠를 시켰는데 미니스톱 아이스크림까지 장을 보게 되었어요 .,ORG-B O O ORG-B O O O O O
버거킹 간식을 먹다가 뚜레쥬르 디저트를 사러 갈까 말까 고민 중이에요 .,ORG-B O O ORG-B O O O O O O O
에이치앤엠 옷을 구매했는데 나이키 운동화도 함께 사야할까 고민 중이에요 .,ORG-B O O ORG-B O O O O O O
저는 GS25 물을 사러 갈 때 맘스터치 치킨을 시켰어요 .,O ORG-B O O O O ORG-B O O O
그녀는 롯데백화점 쇼핑을 하다가 이마트 식재료도 구입했어요 .,O ORG-B O O ORG-B O O O
저희는 메가커피 커피를 주문하고 뚜레쥬르 달콤한 디저트도 먹었어요 .,O ORG-B O O ORG-B O O O O
여자친구와 저는 씨유 생필품을 사러 갈 때 투썸플레이스 아메리카노를 마셨어요 .,O O ORG-B O O O O ORG-B O O O
저희는 홈플러스 다양한 식재료를 구입하고 지방시 패션 감상도 했어요 .,O ORG-B O O O ORG-B O O O O
친구들과 저는 버거킹 간식을 먹고 이디야 커피도 마셨어요 .,O O ORG-B O O ORG-B O O O
가족들과 함께 롯데리아 햄버거를 시키고 맘스터치 치킨도 주문했어요 .,O O ORG-B O O ORG-B O O O
친구들과 저는 지방시 패션을 쇼핑하고 유니클로 편안한 옷을 구입했어요 .,O O ORG-B O O ORG-B O O O O
저희는 뚜레쥬르 달콤한 디저트를 먹은 후 메가커피 커피도 시켰어요 .,O ORG-B O O O O ORG-B O O O
가족들과 저는 이마트 신선한 식재료를 사러 갔는데 홈플러스도 둘러보게 되었어요 .,O O ORG-B O O O O ORG-B O O O
저는 스타벅스 커피를 마시고 이디야 빵을 샀어요 .,O ORG-B O O ORG-B O O O
친구들과 저는 투썸플레이스 카페라떼를 시켰는데 빽다방 아메리카노도 주문했어요 .,O O ORG-B O O ORG-B O O O
가족들과 저는 GS25 즉석 라면과 음료를 구입하고 파리바게뜨 빵도 사왔어요 .,O O ORG-B O O O O ORG-B O O O
저는 버거킹 간식을 먹고 세븐일레븐 아이스크림도 샀어요 .,O ORG-B O O ORG-B O O O
친구들과 저는 지방시 패션 감상하다가 유니클로 편안한 옷을 구입했어요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 롯데리아 간식을 먹고 맘스터치 치킨도 시켰어요 .,O O ORG-B O O ORG-B O O O
저는 메가커피 커피를 마시고 뚜레쥬르 디저트도 먹을 거에요 .,O ORG-B O O ORG-B O O O O
친구들과 저는 이디야 커피를 마시고 씨유 생필품도 구입할 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 저는 홈플러스 다양한 식재료를 살 거에요 .,O O ORG-B O O O O O
저는 맘스터치 치킨을 시키고 버거킹 간식도 먹을 거에요 .,O ORG-B O O ORG-B O O O O
친구들과 저는 이마트 장을 보고 미니스톱 간식도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 롯데백화점 쇼핑하고 현대백화점도 둘러볼 거에요 .,O O ORG-B O ORG-B O O O
저는 뚜레쥬르 달콤한 디저트를 먹고 파리바게뜨 빵도 사왔어요 .,O ORG-B O O O ORG-B O O O
친구들과 저는 지방시 패션 감상하다가 유니클로 옷도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 저는 버거킹 간식을 먹고 씨유 생필품도 살 거에요 .,O O ORG-B O O ORG-B O O O O
저는 메가커피 커피를 마시고 뚜레쥬르 빵도 사올 거에요 .,O ORG-B O O ORG-B O O O O
친구들과 저는 이디야 커피를 마시고 맘스터치 치킨도 시킬 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 롯데리아 간식을 먹고 GS25 즉석 라면도 살 거에요 .,O O ORG-B O O ORG-B O O O O O
저는 버거킹 간식을 먹고 세븐일레븐 아이스크림도 사올 거에요 .,O ORG-B O O ORG-B O O O O
친구들과 저는 지방시 패션 감상하다가 유니클로 옷도 구매할 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 이마트 신선한 식재료를 구입하고 홈플러스도 둘러볼 거에요 .,O O ORG-B O O O ORG-B O O O
저는 롯데백화점 쇼핑하고 현대백화점도 둘러볼 거에요 .,O ORG-B O ORG-B O O O
친구들과 저는 뚜레쥬르 달콤한 디저트를 먹고 파리바게뜨 빵도 사올 거에요 .,O O ORG-B O O O ORG-B O O O O
가족들과 저는 지방시 패션 감상하다가 유니클로 옷도 구매할 거에요 .,O O ORG-B O O ORG-B O O O O
저는 버거킹 간식을 먹고 씨유 생필품도 살 거에요 .,O ORG-B O O ORG-B O O O O
친구들과 저는 메가커피 커피를 마시고 뚜레쥬르 빵도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 이디야 커피를 마시고 맘스터치 치킨도 시킬 거에요 .,O O ORG-B O O ORG-B O O O O
저는 롯데리아 간식을 먹고 GS25 즉석 라면도 살 거에요 .,O ORG-B O O ORG-B O O O O O
친구들과 저는 버거킹 간식을 먹고 세븐일레븐 아이스크림도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 저는 지방시 패션 감상하다가 유니클로 옷도 구매할 거에요 .,O O ORG-B O O ORG-B O O O O
올리브영 구매한 화장품이 너무 좋아서 또 가고 싶어요 .,ORG-B O O O O O O O O
투썸플레이스 만난 친구와 맛있는 커피를 마시며 이야기를 나눴어요 .,ORG-B O O O O O O O O
롯데백화점 구입한 옷이 정말 멋져서 자랑스러워요 .,ORG-B O O O O O O
GS25 산 간식들로 가족들과 식사를 즐겼어요 .,ORG-B O O O O O O
이디야커피 마신 커피가 너무 맛있어서 다시 갈 계획이에요 .,ORG-B O O O O O O O O
스타벅스 친구에게 커피를 선물로 사주었어요 .,ORG-B O O O O O
미니스톱 산 아이스크림이 상큼하고 맛있어서 두 개나 사왔어요 .,ORG-B O O O O O O O O
베스킨라빈스 딸기 아이스크림을 주문했어요 .,ORG-B O O O O
도미노피자 피자를 주문했는데 배달이 빨라서 놀랐어요 .,ORG-B O O O O O O
아이디가 이마트트레이더스 만든 맛있는 떡볶이를 먹었어요 .,O ORG-B O O O O O
공차 시원한 버블티를 마시며 여름을 즐기고 있어요 .,ORG-B O O O O O O O
나이키 스토어 운동화를 신고 휠라 운동을 시작했어요 .,ORG-B O O O ORG-B O O O
홍콩반점 먹은 짜장면이 정말 맛있었어요 .,ORG-B O O O O O
노랑통닭 주문한 치킨이 매우 바삭하고 맛있었어요 .,ORG-B O O O O O O
서브웨이 샌드위치를 시켰는데 맛이 좋아서 놀랐어요 .,ORG-B O O O O O O
굽네치킨 치킨세트를 시켜서 가족들과 행복한 식사를 했어요 .,ORG-B O O O O O O O
아웃백 먹은 스테이크가 부드럽고 맛있어서 기억에 남아요 .,ORG-B O O O O O O O
맘스터치 먹은 치킨이 정말 맛있어서 다음에 또 가고 싶어요 .,ORG-B O O O O O O O O O
교보문고 책을 사러 갔는데 시간 가는 줄 모르고 둘러봤어요 .,ORG-B O O O O O O O O O
써브웨이 먹은 샌드위치가 건강하고 맛있어서 좋았어요 .,ORG-B O O O O O O
할리스커피 카페라떼를 주문했는데 맛이 일품이었어요 .,ORG-B O O O O O
메머드 마신 커피가 향이 좋고 맛있어서 좋았어요 .,ORG-B O O O O O O O
쥬씨 주문한 주스가 상큼하고 건강적이라서 좋아요 .,ORG-B O O O O O O
이마트 구입한 신선한 식재료로 맛있는 요리를 만들었어요 .,ORG-B O O O O O O O
투썸플레이스 커피를 마시던 중에 빽다방 카페라떼를 발견했어요 .,ORG-B O O O ORG-B O O O
공차 버블티를 시키고 도미노피자 피자도 주문했어요 .,ORG-B O O ORG-B O O O
이디야 커피를 마시던 중에 맘스터치 치킨 냄새가 나서 배가 고파졌어요 .,ORG-B O O O ORG-B O O O O O O
롯데리아 햄버거를 시키고 버거킹 감자튀김도 사왔어요 .,ORG-B O O ORG-B O O O
GS25 즉석 라면을 사고 미니스톱 아이스크림도 구입했어요 .,ORG-B O O O ORG-B O O O
스타벅스 커피를 마시고 뚜레쥬르 달콤한 디저트를 먹었어요 .,ORG-B O O ORG-B O O O O
던킨도너츠 도넛을 사서 공차 버블티도 주문했어요 .,ORG-B O O ORG-B O O O
투썸플레이스 아메리카노를 마시고 이디야 커피라떼도 주문했어요 .,ORG-B O O ORG-B O O O
메가커피 커피를 마시던 중에 미니스톱 산 간식들을 발견했어요 .,ORG-B O O O ORG-B O O O O
맘스터치 치킨을 시키고 롯데리아 햄버거도 먹을 거에요 .,ORG-B O O ORG-B O O O O
공차 버블티를 마시던 중에 세븐일레븐 아이스크림도 살 거에요 .,ORG-B O O O ORG-B O O O O
버거킹 햄버거를 먹고 뚜레쥬르 디저트도 먹을 거에요 .,ORG-B O O ORG-B O O O O
미니스톱 간식을 사고 GS25 음료도 사왔어요 .,ORG-B O O ORG-B O O O
이디야 커피를 마시던 중에 맘스터치 치킨을 발견했어요 .,ORG-B O O O ORG-B O O O
롯데시네마 영화를 보고 투썸플레이스 커피도 마셨어요 .,ORG-B O O ORG-B O O O
휴대폰 가게에 들렀는데 거기서도 던킨도너츠를 팔기 시작했어요 .,O O O O ORG-B O O O
버거킹 햄버거를 시키고 스타벅스 커피도 주문했어요 .,ORG-B O O ORG-B O O O
이디야 커피를 마시던 중에 뚜레쥬르 달콤한 디저트를 발견했어요 .,ORG-B O O O ORG-B O O O O
공차 버블티를 마시고 GS25 즉석 라면도 사왔어요 .,ORG-B O O ORG-B O O O O
세븐일레븐 아이스크림을 사고 롯데리아 햄버거도 시켰어요 .,ORG-B O O ORG-B O O O
맘스터치 치킨을 주문하고 버거킹 감자튀김도 먹었어요 .,ORG-B O O ORG-B O O O
투썸플레이스 커피를 마시던 중에 빽다방 카페라떼를 주문했어요 .,ORG-B O O O ORG-B O O O
공차 버블티를 시키고 도미노피자 피자도 주문했어요 .,ORG-B O O ORG-B O O O
이디야 커피를 마시던 중에 맘스터치 치킨 냄새가 났어요 .,ORG-B O O O ORG-B O O O O
롯데리아 햄버거를 시키고 버거킹 감자튀김도 사왔어요 .,ORG-B O O ORG-B O O O
GS25 즉석 라면을 사고 미니스톱 아이스크림도 살 거에요 .,ORG-B O O O ORG-B O O O O
스타벅스 커피를 마시고 뚜레쥬르 달콤한 디저트를 먹을 거에요 .,ORG-B O O ORG-B O O O O O
투썸플레이스 아메리카노를 마시고 이디야 커피라떼도 주문할 거에요 .,ORG-B O O ORG-B O O O O
메가커피 커피를 마시던 중에 미니스톱 산 간식들을 발견했어요 .,ORG-B O O O ORG-B O O O O
맘스터치 치킨을 시키고 롯데리아 햄버거도 먹을 거예요 .,ORG-B O O ORG-B O O O O
공차 버블티를 마시던 중에 세븐일레븐 아이스크림도 살 거예요 .,ORG-B O O O ORG-B O O O O
버거킹 햄버거를 먹고 뚜레쥬르 디저트도 먹을 거예요 .,ORG-B O O ORG-B O O O O
미니스톱 간식을 사고 GS25 음료도 사왔어요 .,ORG-B O O ORG-B O O O
이디야 커피를 마시던 중에 맘스터치 치킨을 발견했어요 .,ORG-B O O O ORG-B O O O
롯데시네마 영화를 보고 투썸플레이스 커피도 마셨어요 .,ORG-B O O ORG-B O O O
휴대폰 가게에 들렀는데 거기서도 던킨도너츠를 팔기 시작했어요 .,O O O O ORG-B O O O
버거킹 햄버거를 시키고 스타벅스 커피도 주문했어요 .,ORG-B O O ORG-B O O O
현대백화점 구매한 옷이 멋져서 친구들에게 자랑했어요 .,ORG-B O O O O O O
에이치앤엠 옷을 구매했는데 나이키 운동화도 함께 사야할지 고민 중이에요 .,ORG-B O O ORG-B O O O O O O
이마트 구입한 신선한 식재료로 맛있는 요리를 만들었어요 .,ORG-B O O O O O O O
교보문고 책을 사러 갔는데 시간 가는 줄 모르고 둘러봤어요 .,ORG-B O O O O O O O O O
써브웨이 먹은 샌드위치가 건강하고 맛있어서 좋았어요 .,ORG-B O O O O O O
할리스커피 카페라떼를 주문했는데 맛이 일품이었어요 .,ORG-B O O O O O
김밥천국 주문한 김밥이 신선하고 맛있어서 좋았어요 .,ORG-B O O O O O O
뚜레쥬르 디저트를 먹은 후 메가커피 커피도 마셨어요 .,ORG-B O O O ORG-B O O O
롯데시네마 먹은 햄버거가 맛있어서 배가 부르네요 .,ORG-B O O O O O O
지방시 구입한 의류들이 디자인이 독특해서 매일 입어요 .,ORG-B O O O O O O O
아디다스 스토어 구입한 운동화가 편해서 운동하기 좋아요 .,ORG-B O O O O O O O
버거킹 간식을 먹고 씨유 생필품도 살 거에요 .,ORG-B O O ORG-B O O O O
친구들과 저는 메가커피 커피를 마시고 뚜레쥬르 빵도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 이디야 커피를 마시고 맘스터치 치킨도 시킬 거에요 .,O O ORG-B O O ORG-B O O O O
저는 롯데리아 간식을 먹고 GS25 즉석 라면도 살 거에요 .,O ORG-B O O ORG-B O O O O O
친구들과 저는 버거킹 간식을 먹고 세븐일레븐 아이스크림도 사올 거에요 .,O O ORG-B O O ORG-B O O O O
가족들과 함께 지방시 패션 감상하다가 유니클로 옷도 구매할 거에요 .,O O ORG-B O O ORG-B O O O O
저는 뚜레쥬르 달콤한 디저트를 먹고 파리바게뜨 빵도 사왔어요 .,O ORG-B O O O ORG-B O O O
공차 주문한 버블티가 달콤하고 상큼해서 맛있었어요 .,ORG-B O O O O O O
신세계백화점 브랜드 화장품을 구입해서 기분이 좋아요 .,ORG-B O O O O O O
도미노피자 치즈피자를 주문했어요 .,ORG-B O O O
맘스터치 핫크리스피버거를 먹었어요 .,ORG-B O O O
명동칼국수 칼국수와 만두를 주문했어요 .,ORG-B O O O O
푸라닭 간장치킨을 시켰어요 .,ORG-B O O O
리안헤어 머리를 자르고 왔어요 .,ORG-B O O O O
써브웨이 샌드위치를 맛있게 먹었어요 .,ORG-B O O O O
역전할머니맥주 시원한 맥주 한 잔 마셨어요 .,ORG-B O O O O O O
옛날통닭 양념치킨과 후라이드치킨을 시켰어요 .,ORG-B O O O O
낙원떡집 떡볶이와 오뎅을 주문했어요 .,ORG-B O O O O
자연별곡 건강한 채식식사를 했어요 .,ORG-B O O O O
뚜레쥬르 빵과 커피를 구입했어요 .,ORG-B O O O O
시골밥상 한식 뷔페를 즐겼어요 .,ORG-B O O O O
메가커피 아이스라떼를 시켰어요 .,ORG-B O O O
본도시락 도시락을 포장해 왔어요 .,ORG-B O O O O
배스킨라빈스 아이스크림을 맛보았어요 .,ORG-B O O O
호남식당 전주 비빔밥을 주문했어요 .,ORG-B O O O O
페리카나 양념치킨과 파닭을 시켰어요 .,ORG-B O O O O
기숙사 친구들과 함께 밥을 먹었어요 .,ORG-B O O O O O
고시원 공부하고 왔어요 .,ORG-B O O O
현대세탁 옷을 세탁해 왔어요 .,O O O O O
도미노피자 피자와 음료를 시켰어요 .,ORG-B O O O O
맘스터치 치킨과 감자튀김을 맛있게 먹었어요 .,ORG-B O O O O O
명동칼국수 국수와 만두를 맛보았어요 .,ORG-B O O O O
푸라닭 후라이드치킨과 양념치킨을 주문했어요 .,ORG-B O O O O
리안헤어 머리 스타일링을 해줬어요 .,ORG-B O O O O
써브웨이 샌드위치를 맛있게 먹었어요 .,ORG-B O O O O
역전할머니맥주 생맥주 한 잔 마셨어요 .,ORG-B O O O O O
옛날통닭 후라이드치킨과 감자튀김을 시켰어요 .,ORG-B O O O O
낙원떡집 떡볶이와 김말이를 주문했어요 .,ORG-B O O O O
자연별곡 채식 샐러드와 스무디를 주문했어요 .,ORG-B O O O O O
슈퍼마켓 신선한 과일과 야채를 구입했어요 .,O O O O O O
전주식당 맛있는 비빔국수를 주문했어요 .,O O O O O
롯데리아 치즈버거와 감자튀김을 시켰어요 .,ORG-B O O O O
컴포즈 음악을 감상하며 아메리카노를 마셨어요 .,ORG-B O O O O O
컴포즈커피 카페라떼를 시켰어요 .,ORG-B ORG-B O O
샐러디 건강한 샐러드를 주문했어요 .,ORG-B O O O O
커피에반하다 카페모카를 마셨어요 .,ORG-B ORG-B O O
맛닭꼬 닭강정과 튀김을 주문했어요 .,ORG-B O O O O
노랑통닭 후라이드치킨과 감자튀김을 구입했어요 .,ORG-B O O O O
명륜진사갈비 불고기를 주문했어요 .,ORG-B O O O
고향식당 전통 한식을 맛보았어요 .,ORG-B O O O O
롯데공인중개사사무소 주택 거래를 도와줬어요 .,ORG-B O O O O
그린 식물을 구입했어요 .,ORG-B O O O
미소 웃으면서 그림을 그렸어요 .,ORG-B O O O O
김가네 김밥과 떡볶이를 주문했어요 .,ORG-B O O O O
파리바게트 빵과 케이크를 구입했어요 .,ORG-B O O O O
공차 맛있는 차를 시켰어요 .,ORG-B O O O O
큰집닭강정 닭강정을 주문했어요 .,ORG-B O O O
부산어묵 어묵과 오뎅을 주문했어요 .,ORG-B O O O O
생활맥주 맥주 한 잔을 마셨어요 .,O O O O O O
등촌샤브칼국수 칼국수와 샤브샤브를 맛보았어요 .,O O O O O
제이헤어 머리 스타일링을 해줬어요 .,ORG-B O O O O
롯데리아 더블치즈버거와 감자튀김을 시켰어요 .,ORG-B O O O O
컴포즈 피아노 연주를 들으며 아메리카노를 마셨어요 .,ORG-B O O O O O O
컴포즈커피 바닐라라떼를 시켰어요 .,ORG-B O O O
샐러디 건강한 샐러드와 스무디를 주문했어요 .,ORG-B O O O O O
커피에반하다 카라멜마끼아또를 마셨어요 .,ORG-B O O O
맛닭꼬 닭강정과 치즈스틱을 주문했어요 .,ORG-B O O O O
노랑통닭 핫후라이드치킨과 콜라를 구입했어요 .,ORG-B O O O O
명륜진사갈비 생삼겹살과 간장새우를 주문했어요 .,ORG-B O O O O
시골집 삼계탕을 맛보았어요 .,O O O O
화이트365 빵과 커피를 주문했어요 .,ORG-B O O O O
수헤어 헤어스타일링을 해주셨어요 .,ORG-B O O O
종로떡집 떡국을 구입했어요 .,ORG-B O O O
씨유 간식을 사왔어요 .,ORG-B O O O
CU 편의점 물품을 구입했어요 .,ORG-B O O O O
자담치킨 양념치킨과 감자튀김을 주문했어요 .,ORG-B O O O O
서울식당 된장찌개와 비빔밥을 주문했어요 .,ORG-B O O O O
청진동해장국 해장국을 맛보았어요 .,ORG-B O O O
김밥나라 김밥과 국물떡볶이를 주문했어요 .,ORG-B O O O O
백양세탁소 옷을 세탁했어요 .,ORG-B O O O
더벤티 디저트와 커피를 주문했어요 .,ORG-B O O O O
종로빈대떡 빈대떡을 맛보았어요 .,ORG-B O O O
메머드 요가 수업을 들었어요 .,ORG-B O O O O
깐부치킨 간장치킨과 감자튀김을 주문했어요 .,ORG-B O O O O
스마일 화이트라떼와 케이크를 주문했어요 .,ORG-B ORG-B O O O
수노래연습장 노래 연습을 했어요 .,ORG-B O O O O
피자나라치킨공주 피자와 양념치킨을 주문했어요 .,ORG-B O O O O
청년다방 아메리카노와 빵을 주문했어요 .,ORG-B O O O O
이마트24 식료품을 구입했어요 .,O O O O
롯데리아 핫도그와 감자튀김을 먹었어요 .,ORG-B O O O O
미소 스테이크와 파스타를 주문했어요 .,ORG-B O O O O
김밥천국 김밥과 라면을 주문했어요 .,O O O O O
파리바게뜨 케이크와 빵을 사왔어요 .,O O O O O
공차 버블티와 스무디를 주문했어요 .,ORG-B O O O O
큰집닭강정 강정과 치킨을 주문했어요 .,ORG-B O O O O
부산어묵 어묵과 떡볶이를 구입했어요 .,ORG-B O O O O
생활맥주 맥주와 간식을 주문했어요 .,O O O O O
롯데공인중개사사무소 집을 임대했어요 .,ORG-B O O O
더벤티 디저트와 커피를 사왔어요 .,ORG-B O O O O
애니카랜드 아이들과 함께 즐거운 시간을 보냈어요 .,O O O O O O O
할매순대국 정말 맛있는 순대국을 맛봤어요 .,ORG-B O O O O O
맥도날드 맥날버거와 감자튀김을 주문했어요 .,ORG-B ORG-B O O O
후참잘 후라이드치킨과 참잘비빔밥을 주문했어요 .,ORG-B O O O O
을지로골뱅이 뱅이새우와 뚝배기골뱅이를 주문했어요 .,ORG-B O O O O
썬더치킨 양념치킨과 간식을 구입했어요 .,ORG-B O O O O
피자마루 피자와 파스타를 주문했어요 .,ORG-B O O O O
고향집 전통 한식을 맛보았어요 .,ORG-B O O O O
다모아 다양한 음식을 즐겨 먹었어요 .,ORG-B O O O O O
가장맛있는족발 맛있는 족발과 국밥을 주문했어요 .,ORG-B O O O O O
봉구비어 맥주와 간식을 즐겼어요 .,ORG-B O O O O
이모네 집밥을 먹었는데 정말 맛있더라고요 .,ORG-B O O O O O
으뜸50안경 스타일리시한 안경을 구입했어요 .,ORG-B O O O O
봉구스밥버거 밥버거와 감자튀김을 주문했어요 .,ORG-B O O O O
프랭크버거 프랭크스테이크버거와 음료를 주문했어요 .,ORG-B O O O O
대박집 대박메뉴를 맛보았어요 .,ORG-B O O O
중국식품 중국요리 재료를 구입했어요 .,ORG-B O O O O
지에스 편리한 배달 서비스를 이용했어요 .,ORG-B O O O O O
애니카랜드 원하는 캐릭터들을 만날 수 있었어요 .,O O O O O O O
할매순대국 정성가득한 순대국을 맛봤어요 .,ORG-B O O O O
맥도날드 햄버거와 감자튀김을 주문했어요 .,ORG-B O O O O
후참잘하는집 맛있는 후라이드치킨을 먹었어요 .,ORG-B O O O O
을지로골뱅이 매콤한 골뱅이를 즐겼어요 .,ORG-B O O O O
썬더치킨 양념치킨과 맥주를 주문했어요 .,ORG-B O O O O
피자마루 다양한 피자를 주문했어요 .,ORG-B O O O O
고향집 고향의 맛을 다시 느꼈어요 .,ORG-B O O O O O
다모아 맛있는 음식들을 한 자리에 먹을 수 있었어요 .,ORG-B O O O O O O O O
가장맛있는족발 족발과 국물까지 모두 맛있었어요 .,ORG-B O O O O O
봉구비어 맥주와 안주를 함께 즐겼어요 .,ORG-B O O O O O
이모네 집밥이 향긋하고 맛있었어요 .,ORG-B O O O O
또래오래 젊고 활기찬 분위기를 느꼈어요 .,ORG-B O O O O O
전주집 전통 한식을 맛보았는데 정말 맛있었어요 .,ORG-B O O O O O O
호식이두마리치킨 치킨과 맥주를 함께 즐겼어요 .,ORG-B O O O O O
오렌즈 멋진 안경을 구입했어요 .,ORG-B O O O O
명동찌개마을 매콤한 찌개를 맛봤는데,ORG-B O O O
정말 맛있더라고요 .,O O O
배떡 고소한 떡볶이를 맛보았어요 .,ORG-B O O O O
정관장 건강에 좋은 건강식품을 구입했어요 .,ORG-B O O O O O
대성 시원한 음료를 즐겼어요 .,ORG-B O O O O
보드람치킨 바삭한 치킨을 주문했어요 .,ORG-B O O O O
알파문구 다양한 문구용품을 구입했어요 .,ORG-B O O O O
래미안 편안한 주거공간을 느꼈어요 .,ORG-B O O O O
카페 아로마 커피를 즐겼어요 .,ORG-B O O O O
우리마트 신선한 식재료를 구입했어요 .,ORG-B O O O O
골목집 정통 한식을 맛보았는데,ORG-B O O O
정말 맛있었어요 .,O O O
명가 가족과 함께 식사를 즐겼어요 .,ORG-B O O O O O
설빙 시원한 빙수를 맛보았는데,ORG-B O O O
정말 시원했어요 .,O O O
모닝글로리 아침을 맛있게 시작했어요 .,ORG-B O O O O
애플 최신 기술을 만날 수 있었어요 .,ORG-B O O O O O O
세븐 편리하고 다양한 상품을 구입했어요 .,ORG-B O O O O O
조이 즐거운 시간을 보냈어요 .,ORG-B O O O O
우리할매떡볶이 매콤한 떡볶이를 맛보았는데,ORG-B O O O
정말 맛있었어요 .,O O O
지에스25 빠른 배달 서비스를 이용했어요 .,ORG-B O O O O O
화이트 깔끔하고 심플한 의류를 구입했어요 .,ORG-B O O O O O
육쌈냉면 시원하고 맛있는 냉면을 맛보았어요 .,ORG-B O O O O O
홍콩반점 정통 중국요리를 즐겼어요 .,ORG-B O O O O
지코바 정통 이탈리아 피자를 맛보았는데,ORG-B O O O O
정말 맛있었어요 .,O O O
죠스떡볶이 쫄깃한 떡볶이를 맛보았는데,ORG-B O O O
정말 맛있었어요 .,O O O
북촌손만두 손맛이 느껴지는 만두를 맛보았어요 .,ORG-B O O O O O
레인보우 다채롭고 아름다운 의류를 구입했어요 .,ORG-B O O O O O
하모니마트로 신나고 즐거운 쇼핑을 즐겼어요 .,O O O O O O
빽다방과 크로커다일 아침 식사를 했어요 .,O ORG-B O O O O
파파존스 맛있는 피자를 주문했어요 .,ORG-B O O O O
경성꽈배기와 큰맘할매순대국 매콤한 음식을 맛보았어요 .,ORG-B ORG-B O O O O
코코호도 상큼한 오렌지 주스를 즐겼어요 .,ORG-B O ORG-B O O O
양평해장국과 봉추찜닭 맛있는 식사를 했어요 .,ORG-B ORG-B O O O O
치킨플러스와 코웨이렌탈 새로운 상품들을 구입했어요 .,ORG-B ORG-B O O O O
나무와 올포유 건강한 식재료를 구입했어요 .,ORG-B ORG-B O O O O
싸다김밥 싸고 맛있는 김밥을 주문했어요 .,ORG-B O O O O O
정원과 헤어갤러리 휴식과 헤어 스타일링을 즐겼어요 .,ORG-B ORG-B ORG-B O O O O
피자알볼로 정통 이탈리아 피자를 맛보았어요 .,ORG-B O O O O O
중국성과 북경 중국 요리를 맛보았는데,ORG-B ORG-B O O O
정말 맛있었어요 .,O O O
오한수우육면가와 모모 아시아 음식을 즐겼어요 .,ORG-B ORG-B O O O O
더풋샵 편안한 신발을 구입했어요 .,ORG-B O O O O
삼천리자전거와 땅스부대찌개 운동 후 맛있는 식사를 했어요 .,ORG-B ORG-B O O O O O O
휴와 한솥도시락 각각 다른 식사를 했는데,ORG-B ORG-B O O O O
둘 다 맛있었어요 .,O O O O
국수나무 상큼한 국수를 맛보았는데,ORG-B O O O
정말 맛있었어요 .,O O O
장수식당과 가위소리 전통 한식을 맛보았어요 .,ORG-B ORG-B O O O O
가마로강정 바삭한 강정을 주문했어요 .,ORG-B O O O O
